id_registro_sensor,temperatura,umidade,dia,horario,corrente,id_node
26,24.116666793823242,46,03/10/2019,13:00:07,0,1
27,23.850000381469727,52,03/10/2019,13:00:07,0.4699999988079071,4
28,21.816667556762695,50,03/10/2019,13:00:08,0,2
29,23,49,03/10/2019,13:00:10,0,3
30,23.733333587646484,51,03/10/2019,13:01:35,0.3100000023841858,4
31,22.766666412353516,51,03/10/2019,13:01:38,0,3
32,23.983333587646484,46,03/10/2019,13:01:38,0,1
33,21.933332443237305,55,03/10/2019,13:01:39,0,2
34,23.799999237060547,53,03/10/2019,13:02:36,0.3199999928474426,4
35,22.96666717529297,53,03/10/2019,13:02:38,0,3
36,24.016666412353516,48,03/10/2019,13:02:39,0,1
37,22.399999618530273,55,03/10/2019,13:02:43,0,2
38,23.899999618530273,55,03/10/2019,13:03:36,0.7799999713897705,4
39,23.16666603088379,55,03/10/2019,13:03:39,0,3
40,24.149999618530273,50,03/10/2019,13:03:40,0,1
41,26,59,03/10/2019,18:46:02,0.6200000047683716,4
42,26.116666793823242,53,03/10/2019,18:46:02,0,1
43,26.16666603088379,53,03/10/2019,18:46:02,0,2
44,26.200000762939453,54,03/10/2019,18:46:03,0,3
45,25.983333587646484,58,03/10/2019,18:47:02,0.6100000143051147,4
46,26.08333396911621,52,03/10/2019,18:47:03,0,1
47,25.183332443237305,52,03/10/2019,18:47:03,0,2
48,26.08333396911621,52,03/10/2019,18:47:04,0,3
49,25.866666793823242,57,03/10/2019,18:48:03,0.6100000143051147,4
50,25.91666603088379,51,03/10/2019,18:48:04,0,1
51,24.21666717529297,52,03/10/2019,18:48:04,0,2
52,25.649999618530273,51,03/10/2019,18:48:04,0,3
53,24.816667556762695,45,03/10/2019,18:53:07,0,1
54,24.78333282470703,51,03/10/2019,18:53:09,0.47999998927116394,4
55,24.03333282470703,47,03/10/2019,18:53:10,0,3
56,21.933332443237305,49,03/10/2019,18:53:10,0,2
57,24.58333396911621,44,03/10/2019,18:54:08,0,1
58,24.649999618530273,50,03/10/2019,18:54:10,0.47999998927116394,4
59,23.816667556762695,46,03/10/2019,18:54:10,0,3
60,21.71666717529297,48,03/10/2019,18:54:13,0,2
61,24.399999618530273,43,03/10/2019,18:55:08,0,1
62,24.516666412353516,49,03/10/2019,18:55:10,0.4699999988079071,4
63,23.649999618530273,45,03/10/2019,18:55:14,0,3
64,21.516666412353516,47,03/10/2019,18:55:14,0,2
65,24.25,42,03/10/2019,18:56:09,0,1
66,24.350000381469727,48,03/10/2019,18:56:11,0.47999998927116394,4
67,23.5,44,03/10/2019,18:56:15,0,3
68,21.266666412353516,46,03/10/2019,18:56:15,0,2
69,24.116666793823242,41,03/10/2019,18:57:10,0,1
70,24.233333587646484,47,03/10/2019,18:57:11,0.3400000035762787,4
71,21.133333206176758,45,03/10/2019,18:57:15,0,2
72,23.399999618530273,43,03/10/2019,18:57:15,0,3
73,24.100000381469727,46,03/10/2019,18:58:12,0.5899999737739563,4
74,23.950000762939453,40,03/10/2019,18:58:13,0,1
75,23.266666412353516,42,03/10/2019,18:58:16,0,3
76,21.100000381469727,44,03/10/2019,18:58:16,0,2
77,23.816667556762695,40,03/10/2019,18:59:14,0,1
78,24.016666412353516,45,03/10/2019,18:59:16,0.75,4
79,23.183332443237305,41,03/10/2019,18:59:16,0,3
80,21.016666412353516,43,03/10/2019,18:59:17,0,2
81,23.683332443237305,39,03/10/2019,19:00:15,0,1
82,23.883333206176758,45,03/10/2019,19:00:16,0.550000011920929,4
83,23.08333396911621,41,03/10/2019,19:00:17,0,3
84,20.950000762939453,43,03/10/2019,19:00:17,0,2
85,23.799999237060547,44,03/10/2019,19:01:17,0.3400000035762787,4
86,23,40,03/10/2019,19:01:18,0,3
87,20.91666603088379,42,03/10/2019,19:01:18,0,2
88,23.566667556762695,38,03/10/2019,19:01:19,0,1
89,23.649999618530273,44,03/10/2019,19:02:18,0.3199999928474426,4
90,22.933332443237305,40,03/10/2019,19:02:18,0,3
91,20.850000381469727,43,03/10/2019,19:02:19,0,2
92,23.483333587646484,38,03/10/2019,19:02:21,0,1
93,23.600000381469727,44,03/10/2019,19:03:18,0.33000001311302185,4
94,23,42,03/10/2019,19:03:19,0,3
95,21.33333396911621,48,03/10/2019,19:03:20,0,2
96,23.450000762939453,39,03/10/2019,19:03:20,0,1
97,23.66666603088379,47,03/10/2019,19:04:19,0.47999998927116394,4
98,23.21666717529297,45,03/10/2019,19:04:20,0,3
99,21.96666717529297,49,03/10/2019,19:04:20,0,2
100,23.600000381469727,42,03/10/2019,19:04:20,0,1
101,23.733333587646484,50,03/10/2019,19:05:19,0.6600000262260437,4
102,22.399999618530273,50,03/10/2019,19:05:21,0,2
103,23.850000381469727,45,03/10/2019,19:05:21,0,1
104,23.46666717529297,47,03/10/2019,19:05:23,0,3
105,23.816667556762695,51,03/10/2019,19:06:20,0.47999998927116394,4
106,22.21666717529297,48,03/10/2019,19:06:21,0,2
107,24.08333396911621,46,03/10/2019,19:06:21,0,1
108,23.600000381469727,47,03/10/2019,19:06:23,0,3
109,23.899999618530273,51,03/10/2019,19:07:21,0.49000000953674316,4
110,21.983333587646484,48,03/10/2019,19:07:22,0,2
111,24.200000762939453,45,03/10/2019,19:07:22,0,1
112,23.549999237060547,46,03/10/2019,19:07:24,0,3
113,22.71666717529297,49,03/10/2019,19:34:20,0,3
114,23.350000381469727,51,03/10/2019,19:34:25,0.3199999928474426,4
115,23.58333396911621,46,03/10/2019,19:34:26,0,1
116,21.766666412353516,49,03/10/2019,19:34:26,0,2
117,22.683332443237305,48,03/10/2019,19:35:21,0,3
118,23.58333396911621,45,03/10/2019,19:35:22,0,1
119,23.366666793823242,51,03/10/2019,19:35:24,0.3199999928474426,4
120,21.316667556762695,48,03/10/2019,19:35:25,0,2
121,23.299999237060547,50,03/10/2019,19:36:24,0.3199999928474426,4
122,21.016666412353516,47,03/10/2019,19:36:25,0,2
