id_registro_sensor,temperatura,umidade,dia,horario,corrente,id_node
48916,0,0,24/11/2019,00:00:43,0.64,4
48917,0,0,24/11/2019,00:01:46,0,4
48918,0,0,24/11/2019,00:02:51,0.72,4
48919,0,0,24/11/2019,00:03:52,1.16,4
48920,0,0,24/11/2019,00:04:54,0.05,4
48921,0,0,24/11/2019,00:05:59,0,4
48922,0,0,24/11/2019,00:07:02,0,4
48923,0,0,24/11/2019,00:08:05,0.64,4
48924,0,0,24/11/2019,00:09:08,0.38,4
48925,0,0,24/11/2019,00:10:14,0.99,4
48926,0,0,24/11/2019,00:11:16,0.65,4
48927,0,0,24/11/2019,00:12:19,0,4
48928,0,0,24/11/2019,00:13:25,0,4
48929,0,0,24/11/2019,00:14:27,0,4
48930,0,0,24/11/2019,00:15:30,0,4
48931,0,0,24/11/2019,00:16:34,0.41,4
48932,0,0,24/11/2019,00:17:37,0.93,4
48933,0,0,24/11/2019,00:18:39,0.33,4
48934,0,0,24/11/2019,00:19:42,0.59,4
48935,0,0,24/11/2019,00:20:48,0.05,4
48936,0,0,24/11/2019,00:21:50,0,4
48937,0,0,24/11/2019,00:22:53,0,4
48938,0,0,24/11/2019,00:23:56,0,4
48939,0,0,24/11/2019,00:24:59,0,4
48940,0,0,24/11/2019,00:26:01,0,4
48941,0,0,24/11/2019,00:27:04,0,4
48942,0,0,24/11/2019,00:28:07,0,4
48943,0,0,24/11/2019,00:29:09,0.63,4
48944,0,0,24/11/2019,00:30:14,0.65,4
48945,0,0,24/11/2019,00:31:18,0,4
48946,0,0,24/11/2019,00:32:21,0,4
48947,0,0,24/11/2019,00:33:23,0.01,4
48948,0,0,24/11/2019,00:34:29,0.03,4
48949,0,0,24/11/2019,00:35:31,0,4
48950,0,0,24/11/2019,00:36:34,0.64,4
48951,0,0,24/11/2019,00:37:37,0,4
48952,0,0,24/11/2019,00:38:39,0,4
48953,0,0,24/11/2019,00:39:42,0,4
48954,0,0,24/11/2019,00:40:45,0,4
48955,0,0,24/11/2019,00:41:47,0,4
48956,0,0,24/11/2019,00:42:53,0,4
48957,0,0,24/11/2019,00:43:58,0,4
48958,0,0,24/11/2019,00:45:01,0,4
48959,0,0,24/11/2019,00:46:03,0.59,4
48960,0,0,24/11/2019,00:47:06,0.05,4
48961,0,0,24/11/2019,00:48:09,0.59,4
48962,0,0,24/11/2019,00:49:12,0.37,4
48963,0,0,24/11/2019,00:50:14,0.95,4
48964,0,0,24/11/2019,00:51:17,0.59,4
48965,0,0,24/11/2019,00:52:23,0.05,4
48966,0,0,24/11/2019,00:53:26,0.6,4
48967,0,0,24/11/2019,00:54:28,0.37,4
48968,0,0,24/11/2019,00:55:31,0.32,4
48969,0,0,24/11/2019,00:56:34,0.59,4
48970,0,0,24/11/2019,00:57:36,0.68,4
48971,0,0,24/11/2019,00:58:39,0.63,4
48972,0,0,24/11/2019,00:59:48,0.64,4
48973,0,0,24/11/2019,01:00:47,0,4
48974,0,0,24/11/2019,01:01:50,0,4
48975,0,0,24/11/2019,01:02:53,0,4
48976,0,0,24/11/2019,01:03:55,0.01,4
48977,0,0,24/11/2019,01:05:03,0,4
48978,0,0,24/11/2019,01:06:03,0.01,4
48979,0,0,24/11/2019,01:07:06,0,4
